sp|A4FVP2|TPS03_ARATH,XP_060963577.1,45.516,591,268,10,18,564,41,621,1.62e-170,497,63.28
sp|A4FVP2|TPS03_ARATH,XP_060963576.1,45.890,584,262,10,25,564,64,637,2.17e-169,495,63.36
sp|A4FVP2|TPS03_ARATH,XP_030500449.2,45.145,587,267,10,23,564,55,631,1.64e-166,487,62.86
sp|A4FVP2|TPS03_ARATH,XP_060963578.1,44.822,589,275,9,18,564,41,621,1.85e-164,481,61.63
sp|A4FVP2|TPS03_ARATH,XP_030485349.2,43.281,573,292,10,17,564,7,571,9.27e-164,478,62.13
sp|A4FVP2|TPS03_ARATH,XP_030501299.2,43.234,569,286,8,20,564,62,617,3.13e-162,476,62.04
sp|A4FVP2|TPS03_ARATH,XP_030485348.2,43.206,574,292,11,17,564,7,572,6.89e-162,473,62.02
sp|A4FVP2|TPS03_ARATH,XP_060971213.1,43.262,564,298,9,16,564,61,617,3.67e-159,468,64.18
sp|A4FVP2|TPS03_ARATH,XP_030501298.2,42.632,570,291,8,20,564,61,619,5.00e-159,468,62.28
sp|A4FVP2|TPS03_ARATH,XP_060971207.1,43.416,562,294,6,24,565,77,634,6.29e-159,468,62.81
sp|A4FVP2|TPS03_ARATH,XP_060971210.1,43.234,569,301,8,14,565,61,624,1.65e-158,466,63.09
sp|A4FVP2|TPS03_ARATH,NP_001384867.1,43.141,554,293,8,26,564,77,623,1.22e-153,454,63.72
sp|A4FVP2|TPS03_ARATH,XP_060960129.1,41.565,575,304,11,14,564,8,574,1.49e-153,452,63.65
sp|A4FVP2|TPS03_ARATH,XP_030508375.2,41.667,564,301,11,21,564,17,572,8.91e-153,450,64.54
sp|A4FVP2|TPS03_ARATH,XP_060963579.1,45.353,538,247,8,66,564,3,532,7.31e-152,446,61.71
sp|A4FVP2|TPS03_ARATH,XP_060963575.1,43.643,582,262,10,25,564,99,656,9.11e-152,450,60.82
sp|A4FVP2|TPS03_ARATH,XP_060960134.1,41.463,574,303,12,16,564,9,574,1.34e-151,447,63.59
sp|A4FVP2|TPS03_ARATH,XP_060960133.1,41.873,566,297,11,21,564,16,571,3.12e-151,446,63.78
sp|A4FVP2|TPS03_ARATH,XP_060971233.1,43.186,565,288,12,26,562,72,631,3.67e-151,448,63.01
sp|A4FVP2|TPS03_ARATH,XP_060971208.1,43.034,567,288,13,24,562,73,632,3.95e-150,445,62.79
sp|A4FVP2|TPS03_ARATH,XP_030500626.2,42.832,565,290,12,26,562,77,636,4.42e-150,445,62.83
sp|A4FVP2|TPS03_ARATH,XP_060971212.1,41.096,584,299,9,18,564,71,646,7.19e-150,445,59.76
sp|A4FVP2|TPS03_ARATH,XP_060971221.1,41.003,578,301,11,20,563,62,633,2.28e-148,441,61.07
sp|A4FVP2|TPS03_ARATH,XP_030500419.2,40.564,567,302,8,24,563,55,613,2.90e-147,437,61.55
sp|A4FVP2|TPS03_ARATH,XP_060971222.1,41.278,579,300,10,20,564,62,634,4.87e-147,437,61.14
sp|A4FVP2|TPS03_ARATH,XP_030507932.2,41.093,567,303,11,21,564,15,573,1.41e-146,434,61.55
sp|A4FVP2|TPS03_ARATH,XP_060971228.1,42.048,547,281,12,45,564,3,540,2.47e-140,417,62.34
sp|A4FVP2|TPS03_ARATH,XP_030491261.2,37.774,593,321,11,2,565,15,588,3.24e-129,390,56.32
sp|A4FVP2|TPS03_ARATH,XP_030484762.2,39.388,556,308,12,26,565,48,590,1.24e-122,374,59.89
sp|A4FVP2|TPS03_ARATH,XP_060971198.1,44.764,382,187,5,20,387,62,433,7.75e-105,325,64.40
sp|A4FVP2|TPS03_ARATH,XP_060957930.1,37.827,497,278,8,77,561,109,586,7.72e-103,322,55.53
sp|A4FVP2|TPS03_ARATH,XP_030491077.2,36.250,560,318,14,26,564,27,568,2.80e-102,320,55.00
sp|A4FVP2|TPS03_ARATH,XP_060971234.1,44.764,382,188,6,26,387,72,450,4.80e-97,306,63.35
sp|A4FVP2|TPS03_ARATH,XP_060971234.1,37.755,98,57,3,467,562,450,545,2.18e-15,79.3,63.27
sp|A4FVP2|TPS03_ARATH,XP_060971209.1,44.531,384,188,7,24,387,73,451,6.80e-96,303,63.02
sp|A4FVP2|TPS03_ARATH,XP_060971209.1,37.000,100,59,3,467,564,451,548,2.33e-15,79.0,63.00
sp|A4FVP2|TPS03_ARATH,XP_060971177.1,45.480,354,160,6,25,354,14,358,1.57e-89,282,62.71
sp|A4FVP2|TPS03_ARATH,XP_060957929.1,41.711,374,198,6,26,393,48,407,7.13e-88,277,61.50
sp|A4FVP2|TPS03_ARATH,XP_060971229.1,44.077,363,175,7,45,387,3,357,6.21e-87,276,62.81
sp|A4FVP2|TPS03_ARATH,XP_060971229.1,34.343,99,63,2,467,564,357,454,1.23e-14,76.6,61.62
sp|A4FVP2|TPS03_ARATH,XP_060973590.1,32.321,560,342,14,20,563,13,551,8.78e-87,279,54.64
sp|A4FVP2|TPS03_ARATH,XP_030478491.2,31.986,569,355,14,14,564,8,562,5.19e-86,277,53.60
sp|A4FVP2|TPS03_ARATH,XP_060973591.1,31.485,559,347,12,21,564,13,550,1.83e-85,275,53.67
sp|A4FVP2|TPS03_ARATH,XP_030478816.2,31.957,557,344,13,23,564,16,552,2.89e-85,275,53.50
sp|A4FVP2|TPS03_ARATH,XP_060973594.1,31.028,564,359,13,23,564,29,584,2.99e-85,276,54.43
sp|A4FVP2|TPS03_ARATH,XP_030510914.1,33.453,556,338,15,24,563,17,556,1.82e-84,273,53.78
sp|A4FVP2|TPS03_ARATH,XP_030509726.2,32.124,579,345,15,14,563,8,567,2.11e-84,273,52.50
sp|A4FVP2|TPS03_ARATH,XP_060971030.1,34.185,509,306,11,67,558,56,552,7.06e-84,271,54.81
sp|A4FVP2|TPS03_ARATH,XP_030478484.2,32.470,579,337,17,15,562,27,582,2.13e-82,268,51.81
sp|A4FVP2|TPS03_ARATH,XP_060973589.1,30.481,561,353,14,20,564,24,563,2.05e-81,265,53.48
sp|A4FVP2|TPS03_ARATH,XP_060973593.1,31.495,562,340,13,23,564,16,552,5.77e-81,264,52.31
sp|A4FVP2|TPS03_ARATH,XP_030491253.2,32.544,507,310,11,75,560,53,548,1.44e-80,263,53.85
sp|A4FVP2|TPS03_ARATH,XP_030478492.2,31.059,557,347,14,28,561,15,557,2.16e-80,263,53.86
sp|A4FVP2|TPS03_ARATH,XP_060973825.1,32.292,576,343,15,16,562,37,594,5.73e-79,259,51.91
sp|A4FVP2|TPS03_ARATH,XP_060960956.1,40.239,251,144,3,319,564,1,250,1.93e-66,216,64.54
sp|A4FVP2|TPS03_ARATH,XP_060974298.1,29.888,445,297,7,127,564,3,439,7.31e-64,215,51.46
sp|A4FVP2|TPS03_ARATH,XP_060960958.1,42.069,290,141,10,14,283,8,290,7.61e-60,201,62.41
sp|A4FVP2|TPS03_ARATH,XP_060971032.1,33.837,331,201,7,67,387,56,378,9.25e-52,184,54.68
